id,full_name,first_name,last_name,is_active
1630201,Malachi Flynn,Malachi,Flynn,True
1631323,Simone Fontecchio,Simone,Fontecchio,True
1627854,Bryn Forbes,Bryn,Forbes,True
1630235,Trent Forrest,Trent,Forrest,True
1630701,Michael Foster Jr.,Michael,Foster Jr.,True
203095,Evan Fournier,Evan,Fournier,True
1628368,De'Aaron Fox,De'Aaron,Fox,True
1628365,Markelle Fultz,Markelle,Fultz,True
1629117,Wenyen Gabriel,Wenyen,Gabriel,True
203583,Abdul Gaddy,Abdul,Gaddy,True
1629655,Daniel Gafford,Daniel,Gafford,True
201568,Danilo Gallinari,Danilo,Gallinari,True
204038,Langston Galloway,Langston,Galloway,True
1629636,Darius Garland,Darius,Garland,True
1630585,Marcus Garrett,Marcus,Garrett,True
1630586,Usman Garuba,Usman,Garuba,True
1630568,Luka Garza,Luka,Garza,True
200752,Rudy Gay,Rudy,Gay,True
202331,Paul George,Paul,George,True
201959,Taj Gibson,Taj,Gibson,True
1630581,Josh Giddey,Josh,Giddey,True
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True
1630264,Anthony Gill,Anthony,Gill,True
1631221,Collin Gillespie,Collin,Gillespie,True
203497,Rudy Gobert,Rudy,Gobert,True
1631371,Grant Golden,Grant,Golden,True
1630692,Jordan Goodwin,Jordan,Goodwin,True
203932,Aaron Gordon,Aaron,Gordon,True
201569,Eric Gordon,Eric,Gordon,True
1628984,Devonte' Graham,Devonte',Graham,True
203924,Jerami Grant,Jerami,Grant,True
1630564,RaiQuan Gray,RaiQuan,Gray,True
1631260,A.J. Green,A.J.,Green,True
201980,Danny Green,Danny,Green,True
203110,Draymond Green,Draymond,Green,True
203210,JaMychal Green,JaMychal,Green,True
1630224,Jalen Green,Jalen,Green,True
1629750,Javonte Green,Javonte,Green,True
201145,Jeff Green,Jeff,Green,True
1630182,Josh Green,Josh,Green,True
1631100,AJ Griffin,AJ,Griffin,True
201933,Blake Griffin,Blake,Griffin,True
1629656,Quentin Grimes,Quentin,Grimes,True
1631338,Mouhamadou Gueye,Mouhamadou,Gueye,True
1629060,Rui Hachimura,Rui,Hachimura,True
1630169,Tyrese Haliburton,Tyrese,Haliburton,True
1631160,Jordan Hall,Jordan,Hall,True
1629788,Tyler Hall,Tyler,Hall,True
1630181,R.J. Hampton,R.J.,Hampton,True
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True
201935,James Harden,James,Harden,True
1630702,Jaden Hardy,Jaden,Hardy,True
1631199,Ron Harper Jr.,Ron,Harper Jr.,True
1626149,Montrezl Harrell,Montrezl,Harrell,True
203914,Gary Harris,Gary,Harris,True
1630223,Jalen Harris,Jalen,Harris,True
203925,Joe Harris,Joe,Harris,True
1630284,Kevon Harris,Kevon,Harris,True
202699,Tobias Harris,Tobias,Harris,True
1627885,Shaquille Harrison,Shaquille,Harrison,True
1628404,Josh Hart,Josh,Hart,True
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True
2617,Udonis Haslem,Udonis,Haslem,True
1630573,Sam Hauser,Sam,Hauser,True
1629637,Jaxson Hayes,Jaxson,Hayes,True
1630165,Killian Hayes,Killian,Hayes,True
202330,Gordon Hayward,Gordon,Hayward,True
1627823,Juancho Hernangomez,Juancho,Hernangomez,True
1626195,Willy Hernangomez,Willy,Hernangomez,True
1629639,Tyler Herro,Tyler,Herro,True
1627741,Buddy Hield,Buddy,Hield,True
1629312,Haywood Highsmith,Haywood,Highsmith,True
201588,George Hill,George,Hill,True
1630792,Malcolm Hill,Malcolm,Hill,True
1630207,Nate Hinton,Nate,Hinton,True
1628988,Aaron Holiday,Aaron,Holiday,True
201950,Jrue Holiday,Jrue,Holiday,True
203200,Justin Holiday,Justin,Holiday,True
1626158,Richaun Holmes,Richaun,Holmes,True
1631096,Chet Holmgren,Chet,Holmgren,True
201143,Al Horford,Al,Horford,True
1629659,Talen Horton-Tucker,Talen,Horton-Tucker,True
1627863,Danuel House Jr.,Danuel,House Jr.,True
1631216,Caleb Houstan,Caleb,Houstan,True
1631309,Trevor Hudgins,Trevor,Hudgins,True
1628989,Kevin Huerter,Kevin,Huerter,True
1630643,Jay Huff,Jay,Huff,True
1630624,Feron Hunt,Feron,Hunt,True
1629631,De'Andre Hunter,De'Andre,Hunter,True
1630562,Matt Hurt,Matt,Hurt,True
1630538,Bones Hyland,Bones,Hyland,True
201586,Serge Ibaka,Serge,Ibaka,True
2738,Andre Iguodala,Andre,Iguodala,True
204060,Joe Ingles,Joe,Ingles,True
1627742,Brandon Ingram,Brandon,Ingram,True
202681,Kyrie Irving,Kyrie,Irving,True
1628371,Jonathan Isaac,Jonathan,Isaac,True
1631093,Jaden Ivey,Jaden,Ivey,True
1630543,Isaiah Jackson,Isaiah,Jackson,True
1628367,Josh Jackson,Josh,Jackson,True
1628382,Justin Jackson,Justin,Jackson,True
1631245,Quenton Jackson,Quenton,Jackson,True
202704,Reggie Jackson,Reggie,Jackson,True
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
2544,LeBron James,LeBron,James,True
1629610,DaQuan Jeffries,DaQuan,Jeffries,True
1631300,Drake Jeffries,Drake,Jeffries,True
1629660,Ty Jerome,Ty,Jerome,True
1630198,Isaiah Joe,Isaiah,Joe,True
1628993,Alize Johnson,Alize,Johnson,True
1629661,Cameron Johnson,Cameron,Johnson,True
1630552,Jalen Johnson,Jalen,Johnson,True
201949,James Johnson,James,Johnson,True
1629640,Keldon Johnson,Keldon,Johnson,True
1630553,Keon Johnson,Keon,Johnson,True
1626169,Stanley Johnson,Stanley,Johnson,True
203999,Nikola Jokic,Nikola,Jokic,True
1630637,Carlik Jones,Carlik,Jones,True
1627745,Damian Jones,Damian,Jones,True
1630529,Herbert Jones,Herbert,Jones,True
1630539,Kai Jones,Kai,Jones,True
1630200,Tre Jones,Tre,Jones,True
1626145,Tyus Jones,Tyus,Jones,True
1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
201599,DeAndre Jordan,DeAndre,Jordan,True
202709,Cory Joseph,Cory,Joseph,True
1631107,Nikola Jovic,Nikola,Jovic,True
1630548,Johnny Juzang,Johnny,Juzang,True
1629662,Mfiondu Kabengele,Mfiondu,Kabengele,True
1626163,Frank Kaminsky,Frank,Kaminsky,True
1631211,Trevor Keels,Trevor,Keels,True
1628379,Luke Kennard,Luke,Kennard,True
1631117,Walker Kessler,Walker,Kessler,True
1630296,Braxton Key,Braxton,Key,True
1631452,Noah Kirkwood,Noah,Kirkwood,True
1630557,Corey Kispert,Corey,Kispert,True
1628467,Maxi Kleber,Maxi,Kleber,True
1630233,Nathan Knight,Nathan,Knight,True
1628995,Kevin Knox II,Kevin,Knox II,True
1631132,Christian Koloko,Christian,Koloko,True
1629723,John Konchar,John,Konchar,True
1627788,Furkan Korkmaz,Furkan,Korkmaz,True
1628436,Luke Kornet,Luke,Kornet,True
1630249,Vit Krejci,Vit,Krejci,True
1630228,Jonathan Kuminga,Jonathan,Kuminga,True
1628398,Kyle Kuzma,Kyle,Kuzma,True
1631222,Jake LaRavia,Jake,LaRavia,True
203897,Zach LaVine,Zach,LaVine,True
1630237,Anthony Lamb,Anthony,Lamb,True
1629111,Jock Landale,Jock,Landale,True
1629641,Romeo Langford,Romeo,Langford,True
1630639,A.J. Lawson,A.J.,Lawson,True
1627774,Jake Layman,Jake,Layman,True
1627747,Caris LeVert,Caris,LeVert,True
1627814,Damion Lee,Damion,Lee,True
203458,Alex Len,Alex,Len,True
202695,Kawhi Leonard,Kawhi,Leonard,True
1631171,Justin Lewis,Justin,Lewis,True
1630184,Kira Lewis Jr.,Kira,Lewis Jr.,True
203081,Damian Lillard,Damian,Lillard,True
1629642,Nassir Little,Nassir,Little,True
1630587,Isaiah Livers,Isaiah,Livers,True
1631254,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,True
1626172,Kevon Looney,Kevon,Looney,True
201572,Brook Lopez,Brook,Lopez,True
201577,Robin Lopez,Robin,Lopez,True
201567,Kevin Love,Kevin,Love,True
200768,Kyle Lowry,Kyle,Lowry,True
1627789,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,True
1626168,Trey Lyles,Trey,Lyles,True
1630588,Makur Maker,Makur,Maker,True
1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,True
1629611,Terance Mann,Terance,Mann,True
1630544,Tre Mann,Tre,Mann,True
1626246,Boban Marjanovic,Boban,Marjanovic,True
1628374,Lauri Markkanen,Lauri,Markkanen,True
1630230,Naji Marshall,Naji,Marshall,True
1628997,Caleb Martin,Caleb,Martin,True
1628998,Cody Martin,Cody,Martin,True
1629103,Kelan Martin,Kelan,Martin,True
1631213,Tyrese Martin,Tyrese,Martin,True
1630231,Kenyon Martin Jr.,Kenyon,Martin Jr.,True
1629726,Garrison Mathews,Garrison,Mathews,True
1631097,Bennedict Mathurin,Bennedict,Mathurin,True
202083,Wesley Matthews,Wesley,Matthews,True
1630178,Tyrese Maxey,Tyrese,Maxey,True
1630219,Skylar Mays,Skylar,Mays,True
1630540,Miles McBride,Miles,McBride,True
203468,CJ McCollum,CJ,McCollum,True
204456,T.J. McConnell,T.J.,McConnell,True
1630183,Jaden McDaniels,Jaden,McDaniels,True
1629667,Jalen McDaniels,Jalen,McDaniels,True
203926,Doug McDermott,Doug,McDermott,True
1630253,Sean McDermott,Sean,McDermott,True
201580,JaVale McGee,JaVale,McGee,True
1631121,Bryce McGowens,Bryce,McGowens,True
203585,Rodney McGruder,Rodney,McGruder,True
1629162,Jordan McLaughlin,Jordan,McLaughlin,True
1629001,De'Anthony Melton,De'Anthony,Melton,True
1630241,Sam Merrill,Sam,Merrill,True
1629002,Chimezie Metu,Chimezie,Metu,True
203114,Khris Middleton,Khris,Middleton,True
1630627,Isaiah Miller,Isaiah,Miller,True
201988,Patty Mills,Patty,Mills,True
1629003,Shake Milton,Shake,Milton,True
1631169,Josh Minott,Josh,Minott,True
1630558,Davion Mitchell,Davion,Mitchell,True
1628378,Donovan Mitchell,Donovan,Mitchell,True
1630342,Trhae Mitchell,Trhae,Mitchell,True
1630596,Evan Mobley,Evan,Mobley,True
1630600,Isaiah Mobley,Isaiah,Mobley,True
1631320,Chima Moneke,Chima,Moneke,True
1628370,Malik Monk,Malik,Monk,True
1630541,Moses Moody,Moses,Moody,True
1629875,Xavier Moon,Xavier,Moon,True
1631111,Wendell Moore Jr.,Wendell,Moore Jr.,True
1629630,Ja Morant,Ja,Morant,True
202693,Markieff Morris,Markieff,Morris,True
1628420,Monte Morris,Monte,Morris,True
202694,Marcus Morris Sr.,Marcus,Morris Sr.,True
1628539,Mychal Mulder,Mychal,Mulder,True
1630530,Trey Murphy III,Trey,Murphy III,True
1627749,Dejounte Murray,Dejounte,Murray,True
1627750,Jamal Murray,Jamal,Murray,True
1631099,Keegan Murray,Keegan,Murray,True
203488,Mike Muscala,Mike,Muscala,True
1629004,Svi Mykhailiuk,Svi,Mykhailiuk,True
1626204,Larry Nance Jr.,Larry,Nance Jr.,True
1629614,Andrew Nembhard,Andrew,Nembhard,True
1630612,RJ Nembhard Jr.,RJ,Nembhard Jr.,True
1630174,Aaron Nesmith,Aaron,Nesmith,True
203526,Raul Neto,Raul,Neto,True
1627777,Georges Niang,Georges,Niang,True
1630227,Daishen Nix,Daishen,Nix,True
1630192,Zeke Nnaji,Zeke,Nnaji,True
203457,Nerlens Noel,Nerlens,Noel,True
1629669,Jaylen Nowell,Jaylen,Nowell,True
1628373,Frank Ntilikina,Frank,Ntilikina,True
1629134,Kendrick Nunn,Kendrick,Nunn,True
203994,Jusuf Nurkic,Jusuf,Nurkic,True
1628021,David Nwaba,David,Nwaba,True
1629670,Jordan Nwora,Jordan,Nwora,True
1626220,Royce O'Neale,Royce,O'Neale,True
1629643,Chuma Okeke,Chuma,Okeke,True
1629006,Josh Okogie,Josh,Okogie,True
1630168,Onyeka Okongwu,Onyeka,Okongwu,True
1630171,Isaac Okoro,Isaac,Okoro,True
1629644,KZ Okpala,KZ,Okpala,True
203506,Victor Oladipo,Victor,Oladipo,True
203482,Kelly Olynyk,Kelly,Olynyk,True
1630647,Eugene Omoruyi,Eugene,Omoruyi,True
1626224,Cedi Osman,Cedi,Osman,True
1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,True
1629672,Eric Paschall,Eric,Paschall,True
101108,Chris Paul,Chris,Paul,True
1626166,Cameron Payne,Cameron,Payne,True
1627780,Gary Payton II,Gary,Payton II,True
1630691,Jamorko Pickett,Jamorko,Pickett,True
1630321,Nate Pierre-Louis,Nate,Pierre-Louis,True
1629033,Theo Pinson,Theo,Pinson,True
1630590,Scotty Pippen Jr.,Scotty,Pippen Jr.,True
1631342,Daeqwon Plowden,Daeqwon,Plowden,True
203486,Mason Plumlee,Mason,Plumlee,True
1627751,Jakob Poeltl,Jakob,Poeltl,True
1630197,Aleksej Pokusevski,Aleksej,Pokusevski,True
1629673,Jordan Poole,Jordan,Poole,True
1629645,Kevin Porter Jr.,Kevin,Porter Jr.,True
1629008,Michael Porter Jr.,Michael,Porter Jr.,True
203490,Otto Porter Jr.,Otto,Porter Jr.,True
1626171,Bobby Portis,Bobby,Portis,True
204001,Kristaps Porzingis,Kristaps,Porzingis,True
203939,Dwight Powell,Dwight,Powell,True
1626181,Norman Powell,Norman,Powell,True
1630554,Jason Preston,Jason,Preston,True
1630563,Joshua Primo,Joshua,Primo,True
1627752,Taurean Prince,Taurean,Prince,True
1630202,Payton Pritchard,Payton,Pritchard,True
1629674,Neemias Queta,Neemias,Queta,True
1630193,Immanuel Quickley,Immanuel,Quickley,True
1631311,Lester Quinones,Lester,Quinones,True
1626184,Chasson Randle,Chasson,Randle,True
203944,Julius Randle,Julius,Randle,True
1630559,Austin Reaves,Austin,Reaves,True
1629629,Cam Reddish,Cam,Reddish,True
1628432,Davon Reed,Davon,Reed,True
1630194,Paul Reed,Paul,Reed,True
1629675,Naz Reid,Naz,Reid,True
1631197,Jared Rhoden,Jared,Rhoden,True
1630208,Nick Richards,Nick,Richards,True
1626196,Josh Richardson,Josh,Richardson,True
203085,Austin Rivers,Austin,Rivers,True
1629130,Duncan Robinson,Duncan,Robinson,True
1629010,Jerome Robinson,Jerome,Robinson,True
1629011,Mitchell Robinson,Mitchell,Robinson,True
1631115,Orlando Robinson,Orlando,Robinson,True
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,True
1629676,Isaiah Roby,Isaiah,Roby,True
1631223,David Roddy,David,Roddy,True
1631157,Ryan Rollins,Ryan,Rollins,True
201565,Derrick Rose,Derrick,Rose,True
203082,Terrence Ross,Terrence,Ross,True
1626179,Terry Rozier,Terry,Rozier,True
201937,Ricky Rubio,Ricky,Rubio,True
1626156,D'Angelo Russell,D'Angelo,Russell,True
1630346,Matt Ryan,Matt,Ryan,True
1627734,Domantas Sabonis,Domantas,Sabonis,True
203967,Dario Saric,Dario,Saric,True
1630846,Olivier Sarr,Olivier,Sarr,True
1630648,Jordan Schakel,Jordan,Schakel,True
1629678,Admiral Schofield,Admiral,Schofield,True
203471,Dennis Schroder,Dennis,Schroder,True
1630206,Jay Scrubb,Jay,Scrubb,True
1631220,Dereon Seabron,Dereon,Seabron,True
1630578,Alperen Sengun,Alperen,Sengun,True
1629012,Collin Sexton,Collin,Sexton,True
1629013,Landry Shamet,Landry,Shamet,True
1630549,Day'Ron Sharpe,Day'Ron,Sharpe,True
1631101,Shaedon Sharpe,Shaedon,Sharpe,True
1627783,Pascal Siakam,Pascal,Siakam,True
1627732,Ben Simmons,Ben,Simmons,True
1630250,Marko Simonovic,Marko,Simonovic,True
1629014,Anfernee Simons,Anfernee,Simons,True
1631301,Jaylen Sims,Jaylen,Sims,True
1630579,Jericho Sims,Jericho,Sims,True
1629686,Deividas Sirvydis,Deividas,Sirvydis,True
1630606,Javonte Smart,Javonte,Smart,True
203935,Marcus Smart,Marcus,Smart,True
1630696,Dru Smith,Dru,Smith,True
202397,Ish Smith,Ish,Smith,True
1630188,Jalen Smith,Jalen,Smith,True
1628372,Dennis Smith Jr.,Dennis,Smith Jr.,True
1631095,Jabari Smith Jr.,Jabari,Smith Jr.,True
1630270,Xavier Sneed,Xavier,Sneed,True
1631110,Jeremy Sochan,Jeremy,Sochan,True
1630311,Pat Spencer,Pat,Spencer,True
1630531,Jaden Springer,Jaden,Springer,True
1630205,Lamar Stevens,Lamar,Stevens,True
1630597,DJ Stewart,DJ,Stewart,True
1630191,Isaiah Stewart,Isaiah,Stewart,True
1629622,Max Strus,Max,Strus,True
1630591,Jalen Suggs,Jalen,Suggs,True
1628410,Edmond Sumner,Edmond,Sumner,True
1631306,Cole Swider,Cole,Swider,True
1630256,Jae'Sean Tate,Jae'Sean,Tate,True
1628369,Jayson Tatum,Jayson,Tatum,True
1630678,Terry Taylor,Terry,Taylor,True
202066,Garrett Temple,Garrett,Temple,True
1631207,Dalen Terry,Dalen,Terry,True
1628464,Daniel Theis,Daniel,Theis,True
1630271,Brodric Thomas,Brodric,Thomas,True
1630560,Cam Thomas,Cam,Thomas,True
202691,Klay Thompson,Klay,Thompson,True
1630550,JT Thor,JT,Thor,True
1629680,Matisse Thybulle,Matisse,Thybulle,True
1629681,Killian Tillie,Killian,Tillie,True
1630214,Xavier Tillman,Xavier,Tillman,True
1630225,Isaiah Todd,Isaiah,Todd,True
1630167,Obi Toppin,Obi,Toppin,True
1629308,Juan Toscano-Anderson,Juan,Toscano-Anderson,True
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True
1629018,Gary Trent Jr.,Gary,Trent Jr.,True
200782,P.J. Tucker,P.J.,Tucker,True
1626167,Myles Turner,Myles,Turner,True
1630649,Stanley Umude,Stanley,Umude,True
202685,Jonas Valanciunas,Jonas,Valanciunas,True
1627832,Fred VanVleet,Fred,VanVleet,True
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True
1630170,Devin Vassell,Devin,Vassell,True
1630492,Luca Vildoza,Luca,Vildoza,True
1629216,Gabe Vincent,Gabe,Vincent,True
203943,Noah Vonleh,Noah,Vonleh,True
202696,Nikola Vucevic,Nikola,Vucevic,True
1629731,Dean Wade,Dean,Wade,True
1630532,Franz Wagner,Franz,Wagner,True
1629021,Moritz Wagner,Moritz,Wagner,True
1630688,Ish Wainright,Ish,Wainright,True
1631133,Jabari Walker,Jabari,Walker,True
202689,Kemba Walker,Kemba,Walker,True
1629022,Lonnie Walker IV,Lonnie,Walker IV,True
202322,John Wall,John,Wall,True
203933,T.J. Warren,T.J.,Warren,True
1629023,P.J. Washington,P.J.,Washington,True
1630613,Duane Washington Jr.,Duane,Washington Jr.,True
1631102,TyTy Washington Jr.,TyTy,Washington Jr.,True
1629139,Yuta Watanabe,Yuta,Watanabe,True
1630322,Lindy Waters III,Lindy,Waters III,True
1630570,Trendon Watford,Trendon,Watford,True
1631212,Peyton Watson,Peyton,Watson,True
1629683,Quinndary Weatherspoon,Quinndary,Weatherspoon,True
1631104,Blake Wesley,Blake,Wesley,True
201566,Russell Westbrook,Russell,Westbrook,True
1629632,Coby White,Coby,White,True
1628401,Derrick White,Derrick,White,True
1631298,Jack White,Jack,White,True
1630580,Joe Wieskamp,Joe,Wieskamp,True
1630598,Aaron Wiggins,Aaron,Wiggins,True
203952,Andrew Wiggins,Andrew,Wiggins,True
1629623,Lindell Wigginton,Lindell,Wigginton,True
1631214,Alondes Williams,Alondes,Williams,True
1629684,Grant Williams,Grant,Williams,True
1631114,Jalen Williams,Jalen,Williams,True
1631119,Jaylin Williams,Jaylin,Williams,True
1631466,Jeenathan Williams,Jeenathan,Williams,True
1629026,Kenrich Williams,Kenrich,Williams,True
1631109,Mark Williams,Mark,Williams,True
1630172,Patrick Williams,Patrick,Williams,True
1630533,Ziaire Williams,Ziaire,Williams,True
1629057,Robert Williams III,Robert,Williams III,True
1631246,Vince Williams Jr.,Vince,Williams Jr.,True
